Filmkode; Dansk titel ; Original titel ; Nationalitet ; Filmens længde i minutter ; Genre ; Censurforhold ; premiere uge ; premiere år ; Antal solgte biografbilletter 
12012;I KILL GIANTS;I KILL GIANTS;USA;106;Spillefilm, voksne;Tilladt for børn over 11 år;27;2018;1954
2184;HOTEL PARADIS;;DANMARK;107;.;Tilladt for alle;43;1931;1953
10101;RARE EXPORTS: A CHRISTMAS TALE;RARE EXPORTS;FINLAND;80;Spillefilm, voksne;Tilladt for børn over 11 år;48;2010;1953
9627;MIG OG YNGVE;MANNEN SOM ELSKET YNGVE;NORGE;90;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;47;2008;1953
437;BROEN;DIE BRÜCKE;TYSKLAND;103;.;Tilladt for børn over 15 år;17;1960;1953
7554;SUMMER OF SAM;SUMMER OF SAM;USA;142;.;Tilladt for børn over 15 år;19;2000;1953
3026;KVINDES STRÆBEN, EN;SLOW DANCING IN THE BIG CITY;USA;111;.;Tilladt for alle;21;1979;1952
4036;SMÅ DURKDREVNE MORDERE;BLOODY BIRTHDAY;USA;85;.;Over 15 år, ikke censureret;35;1982;1951
5566;VIS HVAD DU KAN;STAND AND DELIVER;USA;103;.;Tilladt for alle;31;1988;1951
6394;FJERNT FRA VERDEN;A FAR OFF PLACE;USA;108;.;Tilladt for børn over 11 år;34;1993;1950
11100;FORTÆLLINGEN OM PRINSESSE KAGUYA;KAGUYAHIME NO MONAGATARI;JAPAN;137;Spillefilm, børn/unge/familie;Frarådet for børn under 7 år;18;2015;1948
1937;SØRENSEN OG RASMUSSEN;;DANMARK;104;.;Tilladt for alle;99;1940;1947
7447;JUHA;JUHA;FINLAND;79;.;Over 15 år, ikke censureret;33;1999;1947
4712;PIGER,PIGER,PIGER      OBS;GIRLS, GIRLS, GIRLS;USA;68;.;Over 15 år, ikke censureret;11;1985;1947
1136;PRÆRIENS SJAKALER;MAN FROM GOD'S COUNTRY;USA;72;.;Tilladt for børn over 11 år;30;1964;1947
11361;BRØDRE (SE 8448);BRØDRE;NORGE;100;Dokumentarfilm, voksne;Over 15 år, ikke censureret;5;2016;1946
2219;SULTAN, INDIENS FRIHEDSHELT;THE LONG DUEL;STORBRITANNIEN;80;.;Tilladt for børn over 11 år;26;1968;1946
9412;PARANOID PARK;PARANOID PARK;FRANKRIG;90;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;48;2007;1944
1550;DET BEGYNDTE PÅ BARBADOS;THE TAMARIND SEED;STORBRITANNIEN;126;.;Tilladt for alle;21;1976;1944
5344;OP I REVYEN;CHORUS CALL;USA;80;.;Over 15 år, ikke censureret;45;1987;1943
12671;THE CARD COUNTER;THE CARD COUNTER;USA;109;Spillefilm, voksne;Tilladt for børn over 11 år;44;2021;1942
11990;FÆDRE OG SØNNER;;DANMARK;85;Dokumentarfilm, voksne;Over 15 år, ikke censureret;23;2018;1941
11062;MY SWEET PEPPER LAND;MY SWEET PEPPER LAND;FRANKRIG;100;Spillefilm, voksne;Over 15 år, ikke censureret;17;2014;1941
6831;FLIRTING WITH DISASTER;FLIRTING WITH DISASTER;USA;93;.;Frarådet for børn under 7 år;25;1996;1941
5058;SIKKERHEDENS PRIS;GUARDIAN;USA;100;.;Over 15 år, ikke censureret;29;1986;1941
649;FRØKEN KIRKEMUS;;DANMARK;98;.;Tilladt for alle;1;1942;1940
12606;UNDINE;UNDINE;TYSKLAND;91;Spillefilm, voksne;Over 15 år, ikke censureret;36;2021;1938
905;FANG RÆVEN;AFTER THE FOX;USA;104;.;Tilladt for alle;9;1967;1937
9249;FRA GRAV TIL GRAV;ODGROBADOGROBA;SLOVENIEN;103;Spillefilm, voksne;Over 15 år, ikke censureret;20;2007;1936
136;COLETTE'S LIDERLIGE VENINDE;JUICE;USA;73;.;Over 15 år, ikke censureret;32;1975;1934
3749;PANIK ALDEREN;MIDDLE AGE CRAZY;SYD&MELLEMAM UOPLYST;91;.;Tilladt for alle;35;1981;1933
9933;BROTHERS;BROTHERS;USA;104;Spillefilm, voksne;Tilladt for børn over 15 år;11;2010;1932
2739;ALARM;;DANMARK;108;.;Tilladt for alle;8;1938;1931
1171;RØD SOM BLOD;NADA;ITALIEN;129;.;Over 15 år, ikke censureret;34;1974;1929
10752;PARADIS TRO;PARADIS: GLAUBE;ØSTRIG;113;Spillefilm, voksne;Over 15 år, ikke censureret;28;2013;1927
704;HARRY SPIKES BANDE;THE SPIKES GANG;USA;96;.;Tilladt for børn over 15 år;42;1974;1926
1638;DESPERAT BANDE I KANSAS;QUANTRILL'S RAIDERS;USA;71;.;Tilladt for børn over 15 år;47;1964;1925
1381;TINE;;DANMARK;139;.;Tilladt for alle;36;1964;1924
6610;TO MAND I EN SOFA;;DANMARK;107;.;Over 15 år, ikke censureret;43;1994;1922
4058;BRITANNIA HOSPITAL;BRITANNIA HOSPITAL;STORBRITANNIEN;116;.;Tilladt for børn over 15 år;36;1982;1922
143;FUNNY LADY;FUNNY LADY;USA;139;.;Tilladt for alle;34;1975;1919
7087;DEN DISKRETE HELT;UN HEROS TRES DISCRET;FRANKRIG;106;.;Tilladt for børn over 11 år;28;1997;1916
796;JAGTEN PÅ WILLIE BOY;TELL THEM WILLIE BOY IS HERE;USA;98;.;Tilladt for børn over 11 år;25;1970;1916
878;KRUDTTØNDEN;POWDERKEG;USA;115;.;Over 15 år, ikke censureret;18;1972;1914
6453;KING OF THE HILL;KING OF THE HILL;USA;103;.;Tilladt for børn over 11 år;47;1993;1914
5429;HANOI HILTON;THE HANOI HILTON;USA;124;.;Over 15 år, ikke censureret;10;1988;1914
1434;UTRO HUSTRU,DEN;LA FEMME INFIDELE;ITALIEN;99;.;Tilladt for børn over 15 år;32;1969;1911
12914;BODIES, BODIES, BODIES;BODIES, BODIES, BODIES;USA;95;Spillefilm, voksne;Tilladt for børn over 15 år;36;2022;1910
7308;HVEM STØVER AF (SE 0742);NEIL SIMON'S THE ODD COUPLE II;USA;96;.;Tilladt for alle;52;1998;1909
11771;MINDER FRA I GÅR;OMOHIDE PORO PORO;JAPAN;119;Spillefilm, voksne;Tilladt for alle;30;2017;1908
1283;SORTE ULVES HYL, DE;DER SCHREI DER SCHWARZEN WØLFE;TYSKLAND;89;.;Tilladt for børn over 11 år;41;1973;1906
3107;FØRSTE KYS, DET;A LITTLE ROMANCE;USA;110;.;Tilladt for alle;36;1979;1903
10807;REACHING FOR THE MOON;FLORES RARAS;BRASILIEN;118;Spillefilm, voksne;Over 15 år, ikke censureret;42;2013;1901
2044;FIRE DESSERTØRER;;SPANIEN;366;.;Over 15 år, ikke censureret;45;1976;1901
1895;KONGERNES KONGE;KING OF KINGS;USA;172;.;Tilladt for børn over 11 år;22;1963;1901
1449;VESTENS BLODIGE DOMMER;THE LIFE AND TIMES OF JUDGE ROY BEAN;USA;120;.;Over 15 år, ikke censureret;20;1973;1894
1901;LANDEVEJSKROEN;KALLE PÅ SPÅNGEN;SVERIGE;96;.;Tilladt for alle;5;1940;1893
4224;DIN FOR EVIGT = SKØRTEJÆGER PÅ GLATIS;THIS TIME FOREVER;SYD&MELLEMAM UOPLYST;98;.;Frarådet for børn under 7 år;4;1983;1890
10475;NED I AFGRUNDEN;INTO THE ABYSS;USA;104;Dokumentarfilm, voksne;Over 15 år, ikke censureret;14;2012;1890
9418;HALLØJ I OPERAEN;A NIGHT AT THE OPERA;USA;91;Spillefilm, voksne;Tilladt for alle;34;1936;1890
9939;FRA HAIFA TIL NØRREBRO;;DANMARK;52;Dokumentarfilm, voksne;Over 15 år, ikke censureret;9;2010;1889
12049;THE RAFT;FLOTTEN;SVERIGE;97;Dokumentarfilm, voksne;Over 15 år, ikke censureret;36;2018;1886
837;KANONFOTOGRAFEN (BUSTER KEATON);THE CAMERAMAN;USA;69;.;Tilladt for alle;18;1929;1884
8253;TORREMOLINOS 73;TORREMOLINOS 73;SPANIEN;92;.;Tilladt for børn over 11 år;36;2003;1883
10012;LIFE DURING WARTIME;LIFE DURING WARTIME;USA;96;Spillefilm, voksne;Tilladt for børn over 15 år;30;2010;1883
9235;2:37;2:37;AUSTRALIEN;105;Spillefilm, voksne;Tilladt for børn over 15 år;18;2007;1882
7489;RENAULTFABRIKKENS LUKNING-BELGIERNES SEXUALLIV 3.;FERMETURE DES USINES RENAULT A VILVOORDE;BELGIEN;89;.;Over 15 år, ikke censureret;46;1999;1878
3775;HOTEL OF THE STARS;;DANMARK;58;.;Over 15 år, ikke censureret;32;1981;1877
11541;TANNA;TANNA;AUSTRALIEN;100;Spillefilm, voksne;Over 15 år, ikke censureret;40;2016;1875
7146;FIRE DAGE I SEPTEMBER;O QUE E ISSO, COMPANHEIRO?;BRASILIEN;105;.;Over 15 år, ikke censureret;10;1998;1874
11311;NOMA - MY PERFECT STORM;NOMA - MY PERFECT STORM;STORBRITANNIEN;90;Dokumentarfilm, voksne;Tilladt for alle;47;2015;1874
10125;MISS KICKI;MISS KICKI;SVERIGE;88;Spillefilm, voksne;Over 15 år, ikke censureret;2;2011;1874
7767;STILHEDEN EFTER SKUDDENE;DIE STILLE NACH DEM SCHUSS;TYSKLAND;102;.;Over 15 år, ikke censureret;18;2001;1872
11391;MA MA;MA MA;SPANIEN;122;Spillefilm, voksne;Frarådet for børn under 7 år;11;2016;1871
7479;TEACHING MRS. TINGLE;TEACHING MRS. TINGLE;USA;96;.;Over 15 år, ikke censureret;47;1999;1871
10441;BILL CUNNINGHAM NEW YORK;BILL CUNNINGHAM NEW YORK;USA;84;Dokumentarfilm, voksne;Tilladt for alle;18;2012;1871
7388;BYE BYE BLUEBIRD;;DANMARK;88;.;Tilladt for børn over 11 år;30;1999;1870
5316;BLIND KÆRLIGHED;BEZ KONCA;POLEN;108;.;Tilladt for børn over 11 år;44;1987;1870
712;HELVEDE RETUR;TO HELL AND BACK;USA;105;.;Tilladt for børn over 15 år;37;1957;1868
1400;TRE FINDER EN KRO;;DANMARK;95;.;Tilladt for alle;38;1955;1866
8388;110% GREVE - EN FILM FRA VIRKELIGHEDEN;;DANMARK;91;Dokumentarfilm, børn/unge/familie;Tilladt for alle;25;2004;1863
5214;GIDSELBORGEN;LES LOUPS ENTRE FUX;FRANKRIG;110;.;Over 15 år, ikke censureret;23;1987;1862
2568;PANSERKRYDSEREN POTEMKIM;;RUSLAND;65;.;Tilladt for børn over 15 år;40;1926;1860
265;ALFIE DARLING;ALFIE DARLING;STORBRITANNIEN;102;.;Over 15 år, ikke censureret;9;1976;1858
10956;DON FABIJANS BEKENDELSER;SVECENIKOVA DJECA;KROATIEN;93;Spillefilm, voksne;Over 15 år, ikke censureret;30;2014;1857
11534;SUBURRA;SUBURRA;ITALIEN;130;Spillefilm, voksne;Over 15 år, ikke censureret;38;2016;1855
9301;TIME;TIME;JAPAN;97;Spillefilm, voksne;Tilladt for børn over 11 år;27;2007;1855
10688;GINGER AND ROSA;GINGER AND ROSA;STORBRITANNIEN;90;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;15;2013;1855
3959;KORT MEN GODT;POSTRIZINY;TJEKKOSLOVAKIET;98;.;Over 15 år, ikke censureret;16;1982;1855
8708;P.S.;P.S.;USA;100;Spillefilm, voksne;Tilladt for alle;26;2005;1855
6964;KVÆDETRÆETS SOL;EL SOL DEL MEMBRILLO;SPANIEN;138;.;Over 15 år, ikke censureret;13;1996;1854
828;BLEGANSIGT;THE PALEFACE;USA;91;.;Tilladt for alle;28;1949;1854
7049;SOM TO KROKODILLER;COME DUE COCCODRILLI;ITALIEN;97;.;Tilladt for børn over 15 år;25;1997;1852
5761;TAP DANCING;TAP;USA;111;.;Tilladt for alle;29;1989;1852
10420;YOUNG ADULT;YOUNG ADULT;USA;94;Spillefilm, voksne;Tilladt for alle;7;2012;1851
10751;PARADIS: HÅB;PARADIES: HOFFNUNG;ØSTRIG;91;Spillefilm, børn/unge/familie;Over 15 år, ikke censureret;31;2013;1850
8228;SPUN;SPUN;USA;102;.;Tilladt for børn over 15 år;38;2003;1847
11267;CORN ISLAND;SIMINDIS KUNDZULI;GEORGIEN;100;Spillefilm, voksne;Over 15 år, ikke censureret;39;2015;1845
3039;MEGET MORALSK NAT, EN;EGY ERKÖLCSÖS EJSZAKA;UNGARN;100;.;Tilladt for alle;18;1979;1845
4104;MED KURS MOD DØDEN (DEATH SHIP)=TERROE PÅ NAZISKI;DEATH SHIP;UDLANDET;90;.;Over 15 år, ikke censureret;46;1982;1844
8856;MENNESKENES LAND - MIN FILM OM GRØNLAND;;DANMARK;81;Dokumentarfilm, voksne;Over 15 år, ikke censureret;9;2006;1842
4983;FARVEL TIL KLIKKEN;FANDANGO;USA;91;.;Tilladt for alle;23;1986;1842
11409;FÆGTEREN;MIEKKAILIJA;FINLAND;99;Spillefilm, voksne;Tilladt for alle;13;2016;1841
154;INTET AT MELDE;R.A.S.-RIEN A SIGNALER;ITALIEN;112;.;Over 15 år, ikke censureret;36;1975;1840
8936;DE SKÆBNELØSE;SORSTALANSAG;UNGARN;144;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;35;2006;1839
10237;LOVE ADDICT;LOVE ADDICT;DANMARK;80;Dokumentarfilm, voksne;Over 15 år, ikke censureret;14;2011;1837
3150;FORDØMTE, DE;THE LAGACY;STORBRITANNIEN;113;.;Over 15 år, ikke censureret;33;1979;1836
9635;D.A.D: TRUE BELIEVER;;DANMARK;94;Dokumentarfilm, voksne;Tilladt for alle;41;2008;1835
10325;SYGT LYKKELIG;SYKT LYKKELIG;NORGE;84;Spillefilm, voksne;Frarådet for børn under 7 år;48;2011;1833
11244;WE ARE YOUR FRIENDS;WE ARE YOUR FRIENDS;STORBRITANNIEN;116;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;36;2015;1833
2836;HVEM ER HARRY KELLERMANN OG HVORFOR SIGER HAN DIS;;USA;94;.;Tilladt for alle;45;1971;1833
4414;FLAMBEREDE KVINDE, DEN;DIE FLAMBIERTE FRAU;TYSKLAND;109;.;Over 15 år, ikke censureret;49;1983;1828
10263;I DINE HÆNDER (SE 11170);CONTRE TOI;FRANKRIG;82;Spillefilm, voksne;Tilladt for børn over 15 år;31;2011;1827
4508;CENTREVILLE - DEN HEMMELIGE BY;STRANGE INVADERS;USA;93;.;Tilladt for børn over 15 år;21;1985;1827
3718;ON THE ROAD AGAIN;HONEY SUCKLE ROSE;USA;120;.;Tilladt for alle;27;1981;1826
8170;SOLARIS (SE 1269);SOLARIS (SE 1269);USA;99;.;Tilladt for børn over 11 år;26;2003;1825
6581;DEN GAMLES GRUNKER;GREEDY;USA;113;.;Over 15 år, ikke censureret;41;1994;1825
6187;INDERKREDSEN;THE INNER CIRCLE;USA;137;.;Tilladt for børn over 11 år;12;1992;1825
10317;POUPOUPIDOU - NOBODY ELSE BUT YOU;POUPOUPIDOU - NOBODY ELSE BUT YOU;FRANKRIG;102;Spillefilm, voksne;Tilladt for børn over 15 år;44;2011;1821
6349;DE UNGE REBELLER;SWING KIDS;USA;114;.;Tilladt for børn over 11 år;21;1993;1821
1730;PLUDSELIG SIDSTE SOMMER;SUDDENLY, LAST SUMMER;USA;115;.;Tilladt for børn over 15 år;7;1960;1820
8799;AT SKRIVE ELLER DØ;;DANMARK;45;Dokumentarfilm, voksne;Tilladt for børn over 15 år;4;2006;1817
943;LIDERLIGE DRØM, DEN;TEENAGE FANTASIES;USA;68;.;Over 15 år, ikke censureret;17;1973;1817
7592;CUBE;CUBE;CANADA;90;.;Over 15 år, ikke censureret;20;2000;1816
11566;ANTI;ANTI;DANMARK;81;Spillefilm, børn/unge/familie;Tilladt for børn over 11 år;45;2016;1815
12783;EN BOGHANDEL I PARIS;IL MATERIALE EMOTIVO;ITALIEN;94;Spillefilm, voksne;Frarådet for børn under 7 år;31;2022;1815
4366;TIDEN STÅR STILLE;MEGALL AZ IDÖ;UNGARN;100;.;Frarådet for børn under 7 år;43;1983;1815
5715;RAGGEDY RAWNEY - DEN GÅDEFULDE DESERTØR;RAGGEDY RAWNEY;STORBRITANNIEN;103;.;Tilladt for børn over 15 år;16;1989;1814
7973;BERUSEDE HESTES TID;ZAMANI BARAYE MASTI ASBHA;IRAN;81;.;Tilladt for børn over 11 år;16;2002;1813
10192;MIRAL;MIRAL;FRANKRIG;112;Spillefilm, voksne;Over 15 år, ikke censureret;2;2011;1812
9671;KATYN;KATYN;POLEN;117;Spillefilm, voksne;Tilladt for børn over 15 år;5;2009;1812
1762;SNEDRONNINGEN;SNEZNAJA KOROLEUA;RUSLAND;63;.;Tilladt for alle;51;1958;1812
30;KYSKE LÆBER ELSKER BEDST;HOT CHANNELS;USA;70;.;Over 15 år, ikke censureret;9;1975;1812
4771;SKJULTE HÆR,DEN;THE ASSISI UNDERGROUND;USA;114;.;Over 15 år, ikke censureret;22;1985;1812
1757;SKAMMEN;SKAMMEN;SVERIGE;102;.;Tilladt for børn over 15 år;42;1968;1811
6550;BRYLLUPSFOTOGRAFEN;;DANMARK;85;.;Tilladt for børn over 15 år;38;1994;1809
11290;SKYERNE OVER SILS MARIA;CLOUDS OF SILS MARIA;FRANKRIG;124;Spillefilm, voksne;Frarådet for børn under 7 år;43;2015;1809
7300;SKÆBNESPIL;THE PROPOSITION (SE 8924);USA;112;.;Tilladt for børn over 11 år;45;1998;1809
5120;KING OF THE CITY;KING OF THE CITY;USA;97;.;Over 15 år, ikke censureret;43;1986;1806
12204;TRANSIT;TRANSIT;TYSKLAND;101;Spillefilm, voksne;Tilladt for børn over 11 år;15;2019;1804
1596;SIDSTE KVINDE, DEN;LA DERNIERE FEMME;ITALIEN;115;.;Over 15 år, ikke censureret;20;1976;1801
9826;EMMAS LYKKE;EMMA'S GLÜCK;TYSKLAND;99;Spillefilm, voksne;Over 15 år, ikke censureret;32;2009;1801
11083;THE MAN WHO SAVED THE WORLD;;DANMARK;86;Dokumentarfilm, voksne;Tilladt for børn over 11 år;24;2015;1798
10957;SOMETHING MUST BREAK;NÅNTING MÅSTE GÅ SÖNDER;SVERIGE;81;Spillefilm, voksne;Over 15 år, ikke censureret;38;2014;1798
1991;MYSTERIET OM RIDDERFALKEN;THE BLACK BIRD;USA;99;.;Tilladt for børn over 11 år;48;1976;1798
1646;EKSPERT I DRAB;LE SAMOURAI;ITALIEN;105;.;Tilladt for børn over 15 år;16;1968;1797
12041;DET TREJDE MORD;SANDOME NO SATSUJIN;JAPAN;124;Spillefilm, voksne;Over 15 år, ikke censureret;33;2018;1796
1679;HOTEL EROS;LOVE LAND;USA;58;.;Over 15 år, ikke censureret;38;1974;1796
3291;PLAYERS;PLAYERS;USA;121;.;Tilladt for alle;4;1980;1794
9360;DEN SORTE PIMPERNEL;SVARTA NEJLIKAN;DANMARK;96;Spillefilm, voksne;Tilladt for børn over 15 år;44;2007;1793
10290;VÆRELSE 304;;DANMARK;88;Spillefilm, voksne;Tilladt for børn over 11 år;42;2011;1792
651;FUGLEMÆNDENES FLUGT;THE ESCAPE OF THE BIRDMEN;USA;96;.;Tilladt for børn over 11 år;11;1973;1790
3802;URGH¤ A MUSIC WAR;URGH¤ A MUSIC WAR;USA;123;.;Tilladt for alle;45;1981;1786
10458;ACT OF VALOR;ACT OF VALOR;USA;110;Spillefilm, voksne;Tilladt for børn over 15 år;18;2012;1785
8153;ARARAT;ARARAT;CANADA;126;.;Tilladt for børn over 15 år;20;2003;1784
9190;KNALLHART;KNALLHART;TYSKLAND;98;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;1;2007;1782
7398;YEAR OF THE HORSE;YEAR OF THE HORSE;USA;106;.;Over 15 år, ikke censureret;9;1999;1782
5297;STREET SMART;STREET SMART;USA;95;.;Over 15 år, ikke censureret;38;1987;1781
10585;KEEP THE LIGHT ON;KEEP THE LIGHT ON;USA;101;Spillefilm, voksne;Tilladt for børn over 11 år;44;2012;1781
10493;BULLHEAD;RUNDSKOP;BELGIEN;129;Spillefilm, voksne;Over 15 år, ikke censureret;14;2012;1778
386;BAG 110.GADE;ACROSS 110TH STREET;USA;102;.;Tilladt for børn over 15 år;18;1973;1778
1411;TUSIND NÆVER PÅ HØJKANT;;ASIEN UOPLYST;366;.;Over 15 år, ikke censureret;11;1974;1777
1082;ORDET;;DANMARK;125;.;Tilladt for børn over 15 år;3;1955;1777
2091;USYNLIGE HÆR, DEN;;DANMARK;88;.;Tilladt for børn over 11 år;41;1945;1776
1024;MONSIUR VERDOUX;MONSIUR VERDOUX;USA;125;.;Tilladt for børn over 11 år;42;1948;1775
3049;NØGNE BARNDOM, DEN;L'ENFANCE NUE;FRANKRIG;82;.;Over 15 år, ikke censureret;17;1979;1772
10687;PAINLESS;INSENSIBLES;SPANIEN;100;Spillefilm, voksne;Tilladt for børn over 15 år;25;2013;1772
4285;DIT HJERTE I FARE;HEART ACHES;SYD&MELLEMAM UOPLYST;93;.;Tilladt for alle;26;1983;1770
4013;UNGERNE PÅ KRIGSSTIEN;;USA;366;.;Over 15 år, ikke censureret;42;1966;1770
9005;DAFFY SHOW NR. 5;;USA;366;.;Tilladt for alle;99;9999;1770
634;FRA POLITIET MED TAK;LA POLIZIA RINGRAZIA;ITALIEN;101;.;Over 15 år, ikke censureret;10;1973;1769
3783;BYEN TØRLÆGGES;DRYING UP THE STREETS;SYD&MELLEMAM UOPLYST;90;.;Over 15 år, ikke censureret;38;1981;1769
12673;DET ER IKKE SLUT ENDNU;DET ER IKKE SLUT ENDNU;DANMARK;75;Dokumentarfilm, voksne;Over 15 år, ikke censureret;39;2021;1767
2390;MINUTS MØRKE GØR OS IKKE BLINDE, ET;;EUROPA UOPLYST;66;.;Over 15 år, ikke censureret;37;1977;1766
981;MANDEN DER JAGTEDE SIG SELV;THE MAN WHO HAUNTED HIMSELF;STORBRITANNIEN;94;.;Tilladt for børn over 11 år;25;1973;1765
10315;WASTE LAND;WASTE LAND;BRASILIEN;99;Dokumentarfilm, voksne;Over 15 år, ikke censureret;31;2011;1763
3134;HAN, HUN OG SVIGERMOR;LOST AND FOUND;STORBRITANNIEN;106;.;Tilladt for alle;38;1979;1762
10546;PLAY;PLAY;SVERIGE;119;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;33;2012;1762
3123;ANGELAS KÆRLIGHED;ANGELA;SYD&MELLEMAM UOPLYST;91;.;Over 15 år, ikke censureret;35;1979;1761
9247;THEM;ILS;FRANKRIG;77;Spillefilm, voksne;Over 15 år, ikke censureret;21;2007;1760
8474;PIECES OF APRIL;PIECES OF APRIL;USA;81;Spillefilm, voksne;Tilladt for børn over 11 år;37;2004;1760
349;ADIOS SABATA;INDIO BLACK,SAI CHE TI DICO:SEI UN GRAN FIGLIO DI;ITALIEN;107;.;Over 15 år, ikke censureret;22;1971;1758
6110;KOLD SOM IS;BLUE ICE;USA;79;.;Frarådet for børn under 7 år;28;1991;1755
7050;DJÆVELENS Ø;DJEVELOYA;ISLAND;103;.;Tilladt for børn over 15 år;19;1997;1754
10665;HJERTETS HVISKEN;MIMI WO SUMASEBA;JAPAN;111;Spillefilm, børn/unge/familie;Tilladt for alle;25;2013;1754
9820;IMAGINE THAT;IMAGINE THAT;USA;107;Spillefilm, voksne;Tilladt for alle;38;2009;1754
583;FANGET AF MØRKET;WAIT UNTIL DARK;USA;107;.;Tilladt for børn over 15 år;4;1968;1754
12027;FORNÆRMELSEN;L'INSULTE (THE INSULT);FRANKRIG;112;Spillefilm, voksne;Tilladt for børn over 11 år;31;2018;1752
982;MANDEN FRA ISTANBUL;ESTAMBUL;ITALIEN;119;.;Tilladt for børn over 15 år;8;1966;1751
1790;UTÆMMELIGE, DE;THE HONKERS;USA;103;.;Tilladt for børn over 11 år;10;1973;1750
4516;VAR DE SKYLDIGE ?;DANIEL;USA;130;.;Tilladt for børn over 11 år;36;1984;1750
11745;HJERTETS VEJ;REPARER LES VIVANTS;FRANKRIG;103;Spillefilm, voksne;Tilladt for børn over 11 år;25;2017;1748
10376;THE TRIP;THE TRIP;STORBRITANNIEN;107;Spillefilm, voksne;Over 15 år, ikke censureret;46;2011;1748
428;BOLETTES BRUDEFÆRD;;DANMARK;102;.;Tilladt for alle;51;1938;1747
4113;PHANTASM - DUS MED DØDEN;PHANTASM;USA;84;.;Over 15 år, ikke censureret;40;1982;1745
732;HUGO OG JOSEFINE;HUGO OCH JOSEFIN;SVERIGE;83;.;Tilladt for alle;49;1968;1744
785;INDIANEREN;PAJAMA PARTY;USA;86;.;Tilladt for alle;39;1967;1743
8080;HALLOWEEN: RESURRECTION;HALLOWEEN: RESURRECTION;USA;94;.;Over 15 år, ikke censureret;44;2002;1739
5892;FRESH HORSES;FRESH HORSES;USA;103;.;Tilladt for børn over 11 år;23;1990;1737
9578;TIDELAND;TIDELAND;CANADA;122;Spillefilm, børn/unge/familie;Tilladt for børn over 15 år;27;2008;1736
2890;OPSTIGNINGEN;VOSHOZDENIE;RUSLAND;109;.;Over 15 år, ikke censureret;52;1978;1736
11340;SAVNER DIG ALLEREDE;MISS YOU ALREADY;STORBRITANNIEN;112;Spillefilm, voksne;Over 15 år, ikke censureret;1;2016;1735
9469;DEN MAN ELSKER (SE 3566);DEN MAN ÄLSKER;SVERIGE;92;Spillefilm, voksne;Tilladt for børn over 11 år;5;2008;1735
1855;ADVARSEL MOD EN HELLIG LUDER;WARNUNG VOR EINER HELLIGEN NUTTE;TYSKLAND;366;.;Over 15 år, ikke censureret;36;1976;1735
7926;THE RING 2 (SE 8591);RINGU 2;JAPAN;97;.;Tilladt for børn over 15 år;20;2002;1734
2608;GENTLEMANVAGABONDEN;THE GENTLEMAN TRAMP;USA;78;.;Tilladt for alle;5;1978;1733
4509;SANDHEDENS TIME (SE 7304);STREAMERS;USA;118;.;Over 15 år, ikke censureret;43;1984;1732
5262;WINDRIDER;WINDRIDER;AUSTRALIEN;93;.;Tilladt for alle;34;1987;1729
12916;I SOLSORTENS LAND;HIVE;SCHWEIZ;84;Spillefilm, voksne;Tilladt for børn over 11 år;5;2022;1729
1597;SKYGGEBLOMSTER;THE EFFECT OF GAMMA RAYS ON MAN-IN-THE-MOON MARIG;USA;102;.;Tilladt for børn over 11 år;19;1976;1729
7597;LEGENDEN OM PIANISTEN PÅ HAVET;LA LEGGENDA DEL PIANISTA SULL'OCEANO;ITALIEN;125;.;Frarådet for børn under 7 år;26;2000;1728
1650;EVENTYRREJSEN;;DANMARK;107;.;Tilladt for alle;53;1960;1725
749;HVOR ER LIGET MØLLER;;DANMARK;91;.;Tilladt for alle;13;1971;1723
5618;FERIE MED BJØRN PÅ;THE GREAT OUTDOORS;USA;90;.;Tilladt for alle;46;1988;1723
5471;SÅ UNG OG SÅ VILD;STREET HEAT;USA;88;.;Over 15 år, ikke censureret;26;1988;1722
1444;VEJEN MOD VEST;THE WAY WEST;USA;123;.;Tilladt for børn over 15 år;47;1967;1721
10041;DINNER FOR SCHMUCKS;DINNER FOR SCHMUCKS;USA;115;Spillefilm, voksne;Frarådet for børn under 7 år;38;2010;1721
553;DØDENS KARRUSEL;DEAD CERT;STORBRITANNIEN;99;.;Tilladt for børn over 11 år;43;1974;1719
7058;ALT FOR ROSEANNA;ROSEANNA'S GRAVE;STORBRITANNIEN;99;.;Frarådet for børn under 7 år;38;1997;1718
879;KRYB;FROGS;USA;90;.;Over 15 år, ikke censureret;43;1972;1717
10307;PAGE ONE: INSIDE THE NEW YORK TIMES;PAGE ONE: INSIDE THE NEW YORK TIMES;USA;88;Dokumentarfilm, voksne;Tilladt for børn over 15 år;39;2011;1716
5439;KAMIKAZE (SE 4857);KAMIKAZE (SE 4857);FRANKRIG;103;.;Over 15 år, ikke censureret;14;1988;1714
12654;THE HAND OF GOD;È STATA LA MANO DI DIO;ITALIEN;130;Spillefilm, voksne;Over 15 år, ikke censureret;48;2021;1713
